             PESQUISA FILTRO-A1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Mês,RECIBO,Dt. Lançamento,Dt. Vec.,TIPO DOC.,Nº DOC.,ENTRADAS / SAÍDAS,FORNECEDORES,CÓD. DIZIMISTA,NOME DIZIMISTA,FUNÇÃO,OBS.,Valor,Conta,Pago?,TIPO LANÇ.,HISTÓRICO,SITUAÇÃO
1,00371,3-jan.-23,3-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,MONTE DAS OLIVEIRAS,,,,DIZIMO PRICILA DEBORA VIEIRA/DEP. BANCARIO," R$ 591,80 ",CAIXA IGREJA,SIM,RECEITA,DIZIMO PRICILA DEBORA VIEIRAENTRADA DÍZIMO DE CONGR.- MONTE DAS OLIVEIRAS - RECIBO -371,VENCIDO
1,00372,10-jan.-23,10-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,TEMPLO CENTRAL,,,,DIZIMO AUGUSTO RAMON MARQUES," R$ 227,50 ",CAIXA IGREJA,SIM,RECEITA,DIZIMO AUGUSTO RAMON MARQUESENTRADA DÍZIMO DE CONGR.- TEMPLO CENTRAL - RECIBO -372,VENCIDO
1,00373,10-jan.-23,10-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,TEMPLO CENTRAL,,,,DIZMO SHIRLENE SUZANA SOUZA/ DEP. BANCARIO," R$ 129,30 ",CAIXA IGREJA,SIM,RECEITA,DIZMO SHIRLENE SUZANA SOUZA/ DEP. BANCARIOENTRADA DÍZIMO DE CONGR.- TEMPLO CENTRAL - RECIBO -373,VENCIDO
1,00377,12-jan.-23,12-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,TEMPLO CENTRAL,,,,DIZIMO JOSE CARLOS," R$ 30,00 ",CAIXA IGREJA,SIM,RECEITA,DIZIMO JOSE CARLOSENTRADA DÍZIMO DE CONGR.- TEMPLO CENTRAL - RECIBO -377,VENCE HOJE
1,00375,10-jan.-23,10-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,MONTE HOREBE,,,,DIZIMO MARIA BEATRIZ VIEIRA/ DEP. BANCARIO," R$ 830,00 ",CAIXA IGREJA,SIM,RECEITA,DIZIMO MARIA BEATRIZ VIEIRA/ DEP. BANCARIOENTRADA DÍZIMO DE CONGR.- MONTE HOREBE - RECIBO -375,VENCIDO
1,00377,12-jan.-23,12-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,TEMPLO CENTRAL,,,,DIZIMO JOSE CARLOS," R$ 30,00 ",CAIXA IGREJA,SIM,RECEITA,DIZIMO JOSE CARLOSENTRADA DÍZIMO DE CONGR.- TEMPLO CENTRAL - RECIBO -377,VENCE HOJE
1,00347,10-jan.-23,10-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,TEMPLO CENTRAL,,,,DIZIMO TAMIRES DA VERA CRUZ/ DEP. BANCARIO," R$ 263,00 ",CAIXA IGREJA,SIM,RECEITA,DIZIMO TAMIRES DA VERA CRUZ/ DEP. BANCARIOENTRADA DÍZIMO DE CONGR.- TEMPLO CENTRAL - RECIBO -347,VENCIDO
1,00346,8-jan.-23,8-jan.-23,,,ENTRADA DÍZIMO OBREIRO,MONTE CARMELO,00426,ARMANDO ALVES VIANA,AUX.,," R$ 190,00 ",CAIXA IGREJA,SIM,RECEITA,ENTRADA DÍZIMO OBREIRO-ARMANDO ALVES VIANA MONTE CARMELO - RECIBO -346,VENCIDO
1,00347,10-jan.-23,10-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,TEMPLO CENTRAL,,,,DIZIMO TAMIRES DA VERA CRUZ/ DEP. BANCARIO," R$ 263,00 ",CAIXA IGREJA,SIM,RECEITA,DIZIMO TAMIRES DA VERA CRUZ/ DEP. BANCARIOENTRADA DÍZIMO DE CONGR.- TEMPLO CENTRAL - RECIBO -347,VENCIDO
1,00346,8-jan.-23,8-jan.-23,,,ENTRADA DÍZIMO OBREIRO,MONTE CARMELO,00426,ARMANDO ALVES VIANA,AUX.,," R$ 190,00 ",CAIXA IGREJA,SIM,RECEITA,ENTRADA DÍZIMO OBREIRO-ARMANDO ALVES VIANA MONTE CARMELO - RECIBO -346,VENCIDO
1,00016,9-jan.-23,9-jan.-23,,,PREBLENDA PASTORAL,TEMPLO CENTRAL,,,,," R$ (400,00)",CAIXA IGREJA,SIM,DESPESA,PREBLENDA PASTORAL- TEMPLO CENTRAL - RECIBO -16,VENCIDO
1,339790,12-jan.-23,12-jan.-23,,,DONATIVOS,TEMPLO CENTRAL,,,,PGTO. DESPESA DO CARTORIO," R$ (43,50)",CAIXA IGREJA,SIM,DESPESA,PGTO. DESPESA DO CARTORIODONATIVOS- TEMPLO CENTRAL - RECIBO -339790,VENCE HOJE
1,00016,9-jan.-23,9-jan.-23,,,PREBLENDA PASTORAL,TEMPLO CENTRAL,,,,," R$ (400,00)",CAIXA IGREJA,SIM,DESPESA,PREBLENDA PASTORAL- TEMPLO CENTRAL - RECIBO -16,VENCIDO
1,339790,12-jan.-23,12-jan.-23,,,DONATIVOS,TEMPLO CENTRAL,,,,PGTO. DESPESA DO CARTORIO," R$ (43,50)",CAIXA IGREJA,SIM,DESPESA,PGTO. DESPESA DO CARTORIODONATIVOS- TEMPLO CENTRAL - RECIBO -339790,VENCE HOJE
1,00150,10-jan.-23,10-jan.-23,,,DONATIVOS,TEMPLO CENTRAL,,,,PGTO. ASSISTENCIA SOCIAL/ MAURO DIAS," R$ (200,00)",CAIXA IGREJA,SIM,DESPESA,PGTO. ASSISTENCIA SOCIAL/ MAURO DIASDONATIVOS- TEMPLO CENTRAL - RECIBO -150,VENCIDO
1,00156,5-jan.-23,5-jan.-23,,,DONATIVOS,TEMPLO CENTRAL,,,,PGTO. FUNERAL IRMA LIDIA," R$ (300,00)",CAIXA IGREJA,SIM,DESPESA,PGTO. FUNERAL IRMA LIDIADONATIVOS- TEMPLO CENTRAL - RECIBO -156,VENCIDO
1,00152,8-jan.-23,8-jan.-23,,,DONATIVOS,TEMPLO CENTRAL,,,,PGTO. ASSISTENCIA SOCIAL / DAVI J. PINT," R$ (300,00)",CAIXA IGREJA,SIM,DESPESA,PGTO. ASSISTENCIA SOCIAL / DAVI J. PINTDONATIVOS- TEMPLO CENTRAL - RECIBO -152,VENCIDO
1,00156,5-jan.-23,5-jan.-23,,,DONATIVOS,TEMPLO CENTRAL,,,,PGTO. FUNERAL IRMA LIDIA," R$ (300,00)",CAIXA IGREJA,SIM,DESPESA,PGTO. FUNERAL IRMA LIDIADONATIVOS- TEMPLO CENTRAL - RECIBO -156,VENCIDO
1,00156,5-jan.-23,5-jan.-23,,,DONATIVOS,TEMPLO CENTRAL,,,,PGTO. FUNERAL IRMA LIDIA," R$ (300,00)",CAIXA IGREJA,SIM,DESPESA,PGTO. FUNERAL IRMA LIDIADONATIVOS- TEMPLO CENTRAL - RECIBO -156,VENCIDO
1,00158,8-jan.-23,8-jan.-23,,,DONATIVOS,TEMPLO CENTRAL,,,,PGTO. ASSISTENCIA SOCIAL/ IVALDO CARDOSO," R$ (60,00)",CAIXA IGREJA,SIM,DESPESA,PGTO. ASSISTENCIA SOCIAL/ IVALDO CARDOSODONATIVOS- TEMPLO CENTRAL - RECIBO -158,VENCIDO
1,08089,3-jan.-23,3-jan.-23,,,ENTRADA OFERTA AVULSA,TEMPLO CENTRAL,,,,OFERTA CULTO ADMINISTRATIVO," R$ 499,10 ",CAIXA IGREJA,SIM,RECEITA,CULTO ADMINISTRATIVOENTRADA OFERTA AVULSA- TEMPLO CENTRAL - RECIBO -8089,VENCIDO
1,08091,10-jan.-23,10-jan.-23,,,ENTRADA OFERTA AVULSA,TEMPLO CENTRAL,,,,OFERTA CULTO ADMINISTRATIVO," R$ 317,45 ",CAIXA IGREJA,SIM,RECEITA,OFERTA CULTO ADMINISTRATIVOENTRADA OFERTA AVULSA- TEMPLO CENTRAL - RECIBO -8091,VENCIDO
1,08092,10-jan.-23,10-jan.-23,,,ENTRADA OFERTA AVULSA,TEMPLO CENTRAL,,,,SEGUNDA OFERTA CULTO ADMINISTRATIVO," R$ 860,00 ",CAIXA IGREJA,SIM,RECEITA,SEGUNDA OFERTA CULTO ADMINISTRATIVOENTRADA OFERTA AVULSA- TEMPLO CENTRAL - RECIBO -8092,VENCIDO
1,08093,8-jan.-23,8-jan.-23,,,ENTRADA OFERTA AVULSA,TEMPLO CENTRAL,,,,OFERTA VANESSA MEYELEN/ DEP. BANCARIO," R$ 3,00 ",CAIXA IGREJA,SIM,RECEITA,VANESSA MEIRYELEN/ DEP. BANCARIOENTRADA OFERTA AVULSA- TEMPLO CENTRAL - RECIBO -8093,VENCIDO
1,08094,8-jan.-23,8-jan.-23,,,ENTRADA OFERTA AVULSA,TEMPLO CENTRAL,,,,OFERTA VANESSA MEYELEN/ DEP. BANCARIO," R$ 10,00 ",CAIXA IGREJA,SIM,RECEITA,OFERTA VANESSA MEYELEN/ DEP. BANCARIOENTRADA OFERTA AVULSA- TEMPLO CENTRAL - RECIBO -8094,VENCIDO
1,08095,1-jan.-23,,44927,,ENTRADA OFERTA AVULSA,TEMPLO CENTRAL,,,,OFERTA ANDRE LOBO/ DEP. BANCARIO," R$ 2,00 ",CAIXA IGREJA,SIM,RECEITA,OFERTA ANDRE LOBO/ DEP. BANCARIOENTRADA OFERTA AVULSA- TEMPLO CENTRAL - RECIBO -8095,VENCIDO
1,08096,8-jan.-23,8-jan.-23,,,ENTRADA OFERTA AVULSA,TEMPLO CENTRAL,,,,OFERTA LUIS RENATO/ DEP. BANCARIO," R$ 1,80 ",CAIXA IGREJA,SIM,RECEITA,OFERTA LUIS RENATO/ DEP. BANCARIOENTRADA OFERTA AVULSA- TEMPLO CENTRAL - RECIBO -8096,VENCIDO
1,08097,8-jan.-23,8-jan.-23,,,ENTRADA OFERTA AVULSA,TEMPLO CENTRAL,,,,OFERTA GABRIEL AGUIAR/ DEP. BANCARIO," R$ 1,00 ",CAIXA IGREJA,SIM,RECEITA,OFERTA GABRIEL AGUIAR/ DEP. BANCARIOENTRADA OFERTA AVULSA- TEMPLO CENTRAL - RECIBO -8097,VENCIDO
1,08098,8-jan.-23,8-jan.-23,,,ENTRADA OFERTA AVULSA,TEMPLO CENTRAL,,,,OFERTA JOAO VITOR/ DEP. BANCARIO," R$ 5,00 ",CAIXA IGREJA,SIM,RECEITA,OFERTA JOAO VITOR/ DEP. BANCARIOENTRADA OFERTA AVULSA- TEMPLO CENTRAL - RECIBO -8098,VENCIDO
1,08099,8-jan.-23,8-jan.-23,,,ENTRADA OFERTA AVULSA,TEMPLO CENTRAL,,,,OFERTA JOAO MARCOS/ DEP BANCARIO," R$ 5,00 ",CAIXA IGREJA,SIM,RECEITA,OFERTA JOAO MARCOS/ DEP BANCARIOENTRADA OFERTA AVULSA- TEMPLO CENTRAL - RECIBO -8099,VENCIDO
1,08100,8-jan.-23,8-jan.-23,,,ENTRADA OFERTA AVULSA,TEMPLO CENTRAL,,,,OFERTA PR. EDEUVANDRO / DEP. BANCARIO," R$ 10,00 ",CAIXA IGREJA,SIM,RECEITA,OFERTA PR. EDEUVANDRO / DEP. BANCARIOENTRADA OFERTA AVULSA- TEMPLO CENTRAL - RECIBO -8100,VENCIDO
1,00033,12-jan.-23,12-jan.-23,RECIBO IGREJA,,SERVIÇOES PRESTADOS,TEMPLO CENTRAL,,,,SERVICO PEDREIRO BANHEIRO DO TC/ PR. EDIMILSON GOMES," R$ (600,00)",CAIXA IGREJA,SIM,DESPESA,SERVICO PEDREIRO BANHEIRO DO TC/ PR. EDIMILSON GOMESSERVIÇOES PRESTADOS- TEMPLO CENTRAL - RECIBO -33,VENCE HOJE
1,00034,12-jan.-23,12-jan.-23,,,SERVIÇOES PRESTADOS,TEMPLO CENTRAL,,,,SERVICO PEDREIRO BANHEIRO DO TC/ PR.ALAN MACHADO," R$ (300,00)",CAIXA IGREJA,SIM,DESPESA,SERVICO PEDREIRO BANHEIRO DO TC/ PR.ALAN MACHADOSERVIÇOES PRESTADOS- TEMPLO CENTRAL - RECIBO -34,VENCE HOJE
1,00035,13-jan.-23,13-jan.-23,,,ALIMENTAÇÃO,TEMPLO CENTRAL,,,,ALIMENTAÇÃO/ PEDREIROS," R$ (30,00)",CAIXA IGREJA,SIM,DESPESA,ALIMENTAÇÃO/ PEDREIROSALIMENTAÇÃO- TEMPLO CENTRAL - RECIBO -35,1DIAS PARA VENCER
1,01201,8-jan.-23,8-jan.-23,,,ENTRADA OFERTA AVULSA,TEMPLO CENTRAL,,,,OFERTA MATEUS DA SILVA/ DEP. BANCARIO," R$ 3,00 ",CAIXA IGREJA,SIM,RECEITA,OFERTA MATEUS DA SILVA/ DEP. BANCARIOENTRADA OFERTA AVULSA- TEMPLO CENTRAL - RECIBO -1201,VENCIDO
1,00036,10-jan.-23,10-jan.-23,,,DONATIVOS,TEMPLO CENTRAL,,,,AJUDA SOCIAL/ PR. SERGIO/ PARCELA 13/24," R$ (400,00)",CAIXA IGREJA,SIM,DESPESA,AJUDA SOCIAL/ PR. SERGIO/ PARCELA 13/24DONATIVOS- TEMPLO CENTRAL - RECIBO -36,VENCIDO
1,08090,8-jan.-23,8-jan.-23,,,ENTRADA OFERTA AVULSA,MONTE DAS OLIVEIRAS,,,,OFERTA MAURO/DEP. BANCARIO," R$ 30,00 ",CAIXA IGREJA,SIM,RECEITA,OFERTA MAURO/DEP. BANCARIOENTRADA OFERTA AVULSA- MONTE DAS OLIVEIRAS - RECIBO -8090,VENCIDO
1,12376138,11-jan.-23,11-jan.-23,NF CELPA,,ENERGIA,ROCHA ETERNA,,,,REF.12/22," R$ (608,96)",CAIXA IGREJA,SIM,DESPESA,REF.12/22ENERGIA- ROCHA ETERNA - RECIBO -12376138,VENCIDO
1,12376138,11-jan.-23,11-jan.-23,NF CELPA,,ENERGIA,PORTA DAS OVELHAS,,,,REF.10/22," R$ (267,42)",CAIXA IGREJA,SIM,DESPESA,REF.10/22ENERGIA- PORTA DAS OVELHAS - RECIBO -12376138,VENCIDO
1,15915552,11-jan.-23,11-jan.-23,NF CELPA,,ENERGIA,LUZ E VIDA,,,,REF.10/22," R$ (89,94)",CAIXA IGREJA,SIM,DESPESA,REF.10/22ENERGIA- LUZ E VIDA - RECIBO -15915552,VENCIDO
1,12376138,11-jan.-23,11-jan.-23,NF CELPA,,ENERGIA,MONTE SINAI,,,,REF.11/22," R$ (242,57)",CAIXA IGREJA,SIM,DESPESA,REF.11/22ENERGIA- MONTE SINAI - RECIBO -12376138,VENCIDO
1,15915552,11-jan.-23,11-jan.-23,NF CELPA,,ENERGIA,PERSEVERANÇA,,,,REF.11/22," R$ (95,04)",CAIXA IGREJA,SIM,DESPESA,REF.11/22ENERGIA- PERSEVERANÇA - RECIBO -15915552,VENCIDO
1,12376138,11-jan.-23,11-jan.-23,NF CELPA,,ENERGIA,MONTE CARMELO,,,,REF.12/22," R$ (903,22)",CAIXA IGREJA,SIM,DESPESA,REF.12/22ENERGIA- MONTE CARMELO - RECIBO -12376138,VENCIDO
1,12376138,11-jan.-23,11-jan.-23,NF CELPA,,ENERGIA,MARANATA,,,,REF.12/22," R$ (77,13)",CAIXA IGREJA,SIM,DESPESA,REF.12/22ENERGIA- MARANATA - RECIBO -12376138,VENCIDO
1,12376138,11-jan.-23,11-jan.-23,NF CELPA,,ENERGIA,MONTE HOREBE,,,,REF.12/22," R$ (343,00)",CAIXA IGREJA,SIM,DESPESA,REF.12/22ENERGIA- MONTE HOREBE - RECIBO -12376138,VENCIDO
1,12376138,11-jan.-23,11-jan.-23,NF CELPA,,ENERGIA,MONTE MORIÁ,,,,REF.12/22," R$ (471,97)",CAIXA IGREJA,SIM,DESPESA,REF.12/22ENERGIA- MONTE MORIÁ - RECIBO -12376138,VENCIDO
1,123776138,11-jan.-23,11-jan.-23,NF CELPA,,ENERGIA,GETSÊMANI,,,,REF.10/22," R$ (120,06)",CAIXA IGREJA,SIM,DESPESA,REF.10/22ENERGIA- GETSÊMANI - RECIBO -123776138,VENCIDO
1,12376138,11-jan.-23,11-jan.-23,NF CELPA,,ENERGIA,MONTE TABOR,,,,REF.11/22," R$ (71,87)",CAIXA IGREJA,SIM,DESPESA,REF.11/22ENERGIA- MONTE TABOR - RECIBO -12376138,VENCIDO
1,12376138,11-jan.-23,11-jan.-23,NF CELPA,,ENERGIA,MANANCIAL,,,,REF.12/22," R$ (179,17)",CAIXA IGREJA,SIM,DESPESA,REF.12/22ENERGIA- MANANCIAL - RECIBO -12376138,VENCIDO
1,15915552,11-jan.-23,11-jan.-23,NF CELPA,,ENERGIA,SHALOM,,,,REF.10/22," R$ (249,78)",CAIXA IGREJA,SIM,DESPESA,REF.10/22ENERGIA- SHALOM - RECIBO -15915552,VENCIDO
1,12376138,11-jan.-23,11-jan.-23,NF CELPA,,ENERGIA,REDENÇÃO,,,,REF.12/22," R$ (230,40)",CAIXA IGREJA,SIM,DESPESA,REF.12/22ENERGIA- REDENÇÃO - RECIBO -12376138,VENCIDO
1,12376138,11-jan.-23,11-jan.-23,NF CELPA,,ENERGIA,FILADÉLFIA,,,,REF.12/22," R$ (190,14)",CAIXA IGREJA,SIM,DESPESA,REF.12/22ENERGIA- FILADÉLFIA - RECIBO -12376138,VENCIDO
1,15915552,11-jan.-23,12-jan.-23,NF CELPA,,ENERGIA,ALTO REFÚGIO,,,,REF.12/22," R$ (430,56)",CAIXA IGREJA,SIM,DESPESA,REF.12/22ENERGIA- ALTO REFÚGIO - RECIBO -15915552,VENCIDO
1,12376138,11-jan.-23,11-jan.-23,NF CELPA,,ENERGIA,TEMPLO CENTRAL,,,,REF.10/22," R$ (561,78)",CAIXA IGREJA,SIM,DESPESA,REF.10/22ENERGIA- TEMPLO CENTRAL - RECIBO -12376138,VENCIDO
1,15915552,9-jan.-23,9-jan.-23,NF CELPA,,ENERGIA,LÍRIOS DOS VALES,,,,REF.12/22," R$ (58,73)",CAIXA IGREJA,SIM,DESPESA,REF.12/22ENERGIA- LÍRIOS DOS VALES - RECIBO -15915552,VENCIDO
1,12376138,9-jan.-23,6-jan.-23,NF CELPA,,ENERGIA,FRUTOS DA FÉ,,,,REF.12/22," R$ (95,36)",CAIXA IGREJA,SIM,DESPESA,REF.12/22ENERGIA- FRUTOS DA FÉ - RECIBO -12376138,VENCIDO
1,15915552,9-jan.-23,9-jan.-23,NF CELPA,,ENERGIA,ESCUDO DA FÉ,,,,REF.12/22," R$ (121,26)",CAIXA IGREJA,SIM,DESPESA,REF.12/22ENERGIA- ESCUDO DA FÉ - RECIBO -15915552,VENCIDO
1,12376138,9-jan.-23,6-jan.-23,NF CELPA,,ENERGIA,PROMESSA DE DEUS,,,,REF.12/22," R$ (109,10)",CAIXA IGREJA,SIM,DESPESA,REF.12/22ENERGIA- PROMESSA DE DEUS - RECIBO -12376138,VENCIDO
1,15915552,9-jan.-23,2-jan.-23,NF CELPA,,ENERGIA,MAR DE CRISTAL,,,,REF.12/22," R$ (56,19)",CAIXA IGREJA,SIM,DESPESA,REF.12/22ENERGIA- MAR DE CRISTAL - RECIBO -15915552,VENCIDO
1,15915552,9-jan.-23,4-jan.-23,NF CELPA,,ENERGIA,ROSA DE SARON,,,,REF.12/22," R$ (32,42)",CAIXA IGREJA,SIM,DESPESA,REF.12/22ENERGIA- ROSA DE SARON - RECIBO -15915552,VENCIDO
1,12376138,9-jan.-23,6-jan.-23,NF CELPA,,ENERGIA,CONQUISTA,,,,REF.12/22," R$ (68,90)",CAIXA IGREJA,SIM,DESPESA,REF.12/22ENERGIA- CONQUISTA - RECIBO -12376138,VENCIDO
1,04979,16-jan.-23,16-jan.-23,,,ENTRADA DÍZIMO OBREIRO,TEMPLO CENTRAL,00295,FRANCISCO MATOS,AUX.,," R$ 30,00 ",CAIXA IGREJA,SIM,RECEITA,ENTRADA DÍZIMO OBREIRO-FRANCISCO MATOS TEMPLO CENTRAL - RECIBO -4979,VENCE HOJE
1,04980,16-jan.-23,16-jan.-23,,,ENTRADA DÍZIMO OBREIRO,TEMPLO CENTRAL,00075,LUIS FERREIRA DOS SANTOS,DC.,," R$ 150,00 ",CAIXA IGREJA,SIM,RECEITA,ENTRADA DÍZIMO OBREIRO-LUIS FERREIRA DOS SANTOS TEMPLO CENTRAL - RECIBO -4980,VENCE HOJE
1,01734,16-jan.-23,16-jan.-23,,,ENTRADA OFERTAS DE CULTOS,HERANÇA DE CRISTO,,,,REF.1/23," R$ 8,50 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA OFERTAS DE CULTOS- HERANÇA DE CRISTO - RECIBO -1734,VENCIDO
1,01037,16-jan.-23,16-jan.-23,,,ENTRADA OFERTAS DE CULTOS,GALILEIA,,,,REF.1/23," R$ 16,40 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA OFERTAS DE CULTOS- GALILEIA - RECIBO -1037,VENCIDO
1,01962,16-jan.-23,16-jan.-23,,,ENTRADA OFERTAS DE CULTOS,MONTE DAS OLIVEIRAS,,,,REF.1/23," R$ 77,00 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA OFERTAS DE CULTOS- MONTE DAS OLIVEIRAS - RECIBO -1962,VENCIDO
1,01962,16-jan.-23,16-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,MONTE DAS OLIVEIRAS,,,,REF.1/23," R$ 100,00 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA DÍZIMO DE CONGR.- MONTE DAS OLIVEIRAS - RECIBO -1962,VENCIDO
1,02097,16-jan.-23,16-jan.-23,,,ENTRADA OFERTAS DE CULTOS,NOVA JERUSALÉM,,,,REF.1/23," R$ 115,55 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA OFERTAS DE CULTOS- NOVA JERUSALÉM - RECIBO -2097,VENCIDO
1,02097,16-jan.-23,16-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,NOVA JERUSALÉM,,,,REF.1/23," R$ 392,00 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA DÍZIMO DE CONGR.- NOVA JERUSALÉM - RECIBO -2097,VENCIDO
1,02119,16-jan.-23,16-jan.-23,,,ENTRADA OFERTAS DE CULTOS,LÍRIOS DOS VALES,,,,REF.1/23," R$ 20,90 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA OFERTAS DE CULTOS- LÍRIOS DOS VALES - RECIBO -2119,VENCIDO
1,02119,16-jan.-23,16-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,LÍRIOS DOS VALES,,,,REF.1/23," R$ 121,00 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA DÍZIMO DE CONGR.- LÍRIOS DOS VALES - RECIBO -2119,VENCIDO
1,00975,16-jan.-23,16-jan.-23,,,ENTRADA OFERTAS DE CULTOS,CONQUISTA,,,,REF.1/23," R$ 50,65 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA OFERTAS DE CULTOS- CONQUISTA - RECIBO -975,VENCIDO
1,00975,16-jan.-23,16-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,CONQUISTA,,,,REF.1/23," R$ 267,00 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA DÍZIMO DE CONGR.- CONQUISTA - RECIBO -975,VENCIDO
1,01735,16-jan.-23,16-jan.-23,,,ENTRADA OFERTAS DE CULTOS,HERANÇA DE CRISTO,,,,REF.1/23," R$ 13,30 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA OFERTAS DE CULTOS- HERANÇA DE CRISTO - RECIBO -1735,VENCIDO
1,01735,16-jan.-23,16-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,HERANÇA DE CRISTO,,,,REF.1/23," R$ 60,00 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA DÍZIMO DE CONGR.- HERANÇA DE CRISTO - RECIBO -1735,VENCIDO
1,01015,16-jan.-23,16-jan.-23,,,ENTRADA OFERTAS DE CULTOS,PERSEVERANÇA,,,,REF.1/23," R$ 26,65 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA OFERTAS DE CULTOS- PERSEVERANÇA - RECIBO -1015,VENCIDO
1,01015,16-jan.-23,16-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,PERSEVERANÇA,,,,REF.1/23," R$ 162,45 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA DÍZIMO DE CONGR.- PERSEVERANÇA - RECIBO -1015,VENCIDO
1,01939,16-jan.-23,16-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,MONTE CARMELO,,,,REF.1/23," R$ 172,50 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA DÍZIMO DE CONGR.- MONTE CARMELO - RECIBO -1939,VENCIDO
1,02154,16-jan.-23,16-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,TEMPLO CENTRAL,,,,DIZIMO ANNY GABRIELLY BRITO/ DEP. BANCARIO," R$ 50,00 ",CAIXA IGREJA,SIM,RECEITA,DIZIMO ANNY GABRIELLY BRITO/ DEP. BANCARIOENTRADA DÍZIMO DE CONGR.- TEMPLO CENTRAL - RECIBO -2154,VENCIDO
1,01939,16-jan.-23,16-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,MONTE CARMELO,,,,REF.1/23," R$ 172,50 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA DÍZIMO DE CONGR.- MONTE CARMELO - RECIBO -1939,VENCIDO
1,02154,16-jan.-23,16-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,TEMPLO CENTRAL,,,,DIZIMO ANNY GABRIELLY BRITO/ DEP. BANCARIO," R$ 50,00 ",CAIXA IGREJA,SIM,RECEITA,DIZIMO ANNY GABRIELLY BRITO/ DEP. BANCARIOENTRADA DÍZIMO DE CONGR.- TEMPLO CENTRAL - RECIBO -2154,VENCIDO
1,02021,16-jan.-23,16-jan.-23,,,ENTRADA OFERTAS DE CULTOS,TEMPLO CENTRAL,,,,REF.1/23," R$ 390,05 ",CAIXA IGREJA,SIM,RECEITA,REF1/22ENTRADA OFERTAS DE CULTOS- TEMPLO CENTRAL - RECIBO -2021,VENCIDO
1,02021,16-jan.-23,16-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,TEMPLO CENTRAL,,,,REF.1/23," R$ 1.015,00 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA DÍZIMO DE CONGR.- TEMPLO CENTRAL - RECIBO -2021,VENCIDO
1,02021,16-jan.-23,16-jan.-23,,,ENTRADA DÍZIMO DE CONGR.,TEMPLO CENTRAL,,,,REF.1/23," R$ 1.015,00 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA DÍZIMO DE CONGR.- TEMPLO CENTRAL - RECIBO -2021,VENCIDO
1,01059,16-jan.-23,16-jan.-23,,,ENTRADA OFERTAS DE CULTOS,SHALOM,,,,REF.1/23," R$ 99,75 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA OFERTAS DE CULTOS- SHALOM - RECIBO -1059,VENCIDO
1,00040,16-jan.-23,16-jan.-23,RECIBO IGREJA,,DONATIVOS,TEMPLO CENTRAL,,,,PGTO. VALE PR. JUCICLEI PINHEIRO," R$ (133,35)",CAIXA IGREJA,SIM,DESPESA,PGTO. VALE PR. JUCICLEI PINHEIRODONATIVOS- TEMPLO CENTRAL - RECIBO -40,VENCIDO
1,01059,16-jan.-23,16-jan.-23,,,ENTRADA OFERTAS DE CULTOS,SHALOM,,,,REF.1/23," R$ 99,75 ",CAIXA IGREJA,SIM,RECEITA,REF.1/22ENTRADA OFERTAS DE CULTOS- SHALOM - RECIBO -1059,VENCIDO
